airline_id,name,iata,icao,active
3101,Kansas State University,,KSU,N
3102,Karat,V2,AKT,N
3103,Karibu Airways Company,,KRB,N
3104,Karlog Air Charter,,KLG,N
3105,Karthago Airlines,,KAJ,N
3106,Kartika Airlines,,KAE,N
3107,Kata Transportation,,KTV,N
3108,Katekavia,,KTK,N
3109,Kato Airline,,KAT,N
3110,Kavminvodyavia,KV,MVD,Y
3111,Kavouras Inc,,XKA,N
3112,Kaz Agros Avia,,KRN,N
3113,Kaz Air West,,KAW,N
3114,Kazan Aviation Production Association,,KAO,N
3115,Kazan Helicopters,,KPH,N
3116,Kazavia,,KKA,N
3117,Kazaviaspas,,KZS,N
3118,Keenair Charter -,,JFK,N
3119,Kelix Air,,KLX,N
3120,Kelner Airways,,FKL,N
3121,Kelowna Flightcraft Air Charter,,KFA,N
3122,Kendell Airlines,,KDA,Y
3123,Kenmore Air,M5,KEN,Y
3124,Kenn Borek Air,,KBA,N
3125,Kent Aviation,,KAH,N
3126,Kenya Airways,KQ,KQA,Y
3127,Kevis,,KVS,N
3128,Key Airlines,,KEY,N
3129,Key Lime Air,,LYM,N
3130,Keystone Aerial Surveys,,FTP,N
3131,Keystone Air Services,BZ,KEE,N
3132,Khalifa Airways,,KZW,N
3133,Kharkov Aircraft Manufacturing Company,,WKH,N
3134,Khazar,,KHR,N
3135,Khoezestan Photros Air Lines,,KHP,N
3136,Khoriv-Avia,,KRV,N
3137,Khors Aircompany,,KHO,N
3138,Khyber Afghan Airlines,,KHY,N
3139,Kiev Aviation Plant,,UAK,N
3140,King Aviation,,KNG,N
3141,Kingfisher Air Services,,BEZ,N
3142,Kingfisher Airlines,IT,KFR,Y
3143,Knighthawk Air Express,,KNX,N
3144,Kingston Air Services,,KAS,N
3145,Kinnarps,,KIP,N
3146,Kinshasa Airways,,KNS,N
3147,Kirov Air Enterprise,,KTA,N
3148,Kish Air,Y9,IRK,Y
3149,Kitty Hawk Aircargo,,KHA,N
3150,Kitty Hawk Airways,,KHC,N
3151,Kiwi International Air Lines,KP,KIA,N
3152,Knight Air,,KNA,N
3153,Knighthawk Express,,KHX,N
3154,Knights Airlines,,KGT,N
3155,Koanda Avacion,,KOA,N
3156,Koda International,,OYE,N
3157,Kogalymavia Air Company,7K,KGL,Y
3158,Kom Activity,,KOM,N
3159,Komiaviatrans State Air Enterprise,,KMA,N
3160,Komiinteravia,8J,KMV,N
3161,Komsomolsk-on-Amur Air Enterprise,,KNM,N
3162,Koob-Corp - 96 KFT,,KOB,N
3163,Korean Air,KE,KAL,Y
3164,Kosmas Air,,KMG,N
3165,Kosmos,,KSM,Y
3166,Kosova Airlines,,KOS,N
3167,Kovar Air,,WOK,N
3168,Krasnojarsky Airlines,7B,KJC,Y
3169,Kremenchuk Flight College,,KFC,N
3170,Krimaviamontag,,KRG,N
3171,Kroonk Air Agency,,KRO,N
3172,Krylo Airlines,K9,KRI,N
3173,Krym,,KYM,N
3174,Krystel Air Charter,,OPC,N
3175,Kuban Airlines,GW,KIL,Y
3176,Kunpeng Airlines,VD,KPA,N
3177,Kurzemes Avio,,KZA,N
3178,Kustbevakningen,,KBV,N
3179,Kuwait Airways,KU,KAC,Y
3180,Kuzu Airlines Cargo,GO,KZU,Y
3181,Kvadro Aero,,QVR,N
3182,Kwena Air,,KWN,N
3183,Kyrgyz Airlines,N5,KGZ,N
3184,Kyrgyz Trans Avia,,KTC,N
3185,Kyrgyzstan,QH,LYN,N
3186,Kyrgyzstan Airlines,R8,KGA,N
3187,Kyrgyzstan Department of Aviation,,DAM,N
3188,Kyrgz General Aviation,,KGB,N
3189,Kibris T,KY,KYV,N
3190,L A Helicopter,,LAH,N
3191,L J Aviation,,LJY,N
3192,L R Airlines,,LRB,N
3193,L&L Flygbildteknik,,PHO,N
3194,L'Express,,LEX,N
3195,L-3 Communications Flight Internation Aviation,,FNT,N
3196,L.A.B. Flying Service,JF,LAB,N
3197,LACSA,LR,LRC,Y
3198,LADE - Lineas Aereas Del Estado,,LDE,N
3199,LAI - Linea Aerea IAACA,KG,BNX,N
3200,LAN Airlines,LA,LAN,Y
3201,LAN Argentina,4M,DSM,Y
3202,LAN Cargo,,LCO,N
3203,LAN Dominica,,LNC,N
3204,LAN Express,LU,LXP,Y
3205,LAN Peru,LP,LPE,Y
3206,LANSA,,LSA,N
3207,LAP Colombia - Lineas Aereas Petroleras,,APT,N
3208,LASTP,,OTN,N
3209,LC Busre,,LCB,N
3210,LOT Polish Airlines,LO,LOT,Y
3211,LTE International Airways,XO,LTE,Y
3212,LTU Austria,L3,LTO,Y
3213,LTU International,LT,LTU,N
3214,LTV Jet Fleet Corporation,,JFC,N
3215,LUKoil-Avia,,LUK,N
3216,La Ronge Aviation Services,,ASK,N
3217,La Valenciana Taxi Aereo,,LVT,N
3218,Labcorp,,SKQ,N
3219,Labrador Airways,,LAL,N
3220,Lagun Air,N6,JEV,N
3221,Lake Havasu Air Service,,HCA,N
3222,Lakeland Aviation,,LKL,N
3223,Laker Airways,,LKR,N
3224,Laker Airways (Bahamas),,LBH,N
3225,Lamra,,LMR,N
3226,Lanaes Aereas Trans Costa Rica,,TCR,N
3227,Landsflug,,ISL,N
3228,Langtry Flying Group,,PAP,N
3229,Lankair,IK,LKN,N
3230,Lanza Air,,LZA,N
3231,Lanzarote Aerocargo,,LZT,N
3232,Lao Air Company,,LLL,N
3233,Lao Airlines,QV,LAO,Y
3234,Lao Capricorn Air,,LKA,N
3235,Laoag International Airlines,L7,LPN,N
3236,Laredo Air,,LRD,N
3237,LatCharter,,LTC,Y
3238,Latvian Air Force,,LAF,N
3239,Lauda Air,NG,LDA,Y
3240,Lauda Air Italy,,LDI,N
3241,Laughlin Express,,LEP,N
3242,Laus,,LSU,N
3243,Lawrence Aviation,,LAR,N
3244,Layang-Layang Aerospace,,LAY,N
3245,Lease-a-Plane International,,LPL,N
3246,Lebanese Air Transport,LQ,LAQ,N
3247,Lebanese Air Transport (Charter),,LAT,N
3248,Lebanon Airport Development Corporation,,LAD,N
3250,Leconte Airlines,,LCA,N
3251,Leeward Islands Air Transport,LI,LIA,Y
3252,Legend Airlines,,LGD,N
3253,Leisure Air,,LWD,N
3254,Lentini Aviation,,LEN,N
3255,Leo-Air,,LOR,N
3256,Leonsa De Aviacion,,LEL,N
3257,Libyan Airlines,,LYW,N
3258,Libyan Arab Airlines,LN,LAA,Y
3259,Libyan Arab Air Cargo,,LCR,N
3260,Lid Air,,LIQ,N
3261,Lignes Aeriennes Congolaises,,LCG,N
3262,Lignes Aeriennes Du Tchad,,LKD,N
3263,Lignes Mauritaniennes Air Express,,LME,N
3264,Lignes Nationales Aeriennes - Linacongo,,GCB,N
3265,Lincoln Air National Guard,,GDQ,N
3266,Lincoln Airlines,,LRT,N
3267,Lindsay Aviation,,LSY,N
3268,Linea Aerea Costa Norte,,NOT,N
3269,Linea Aerea Mexicana de Carga,,LMC,N
3270,Linea Aerea SAPSA,L7,LNP,N
3271,Linea Aerea de Fumig Aguas Negras,,NEG,N
3272,Linea Aerea de Servicio Ejecutivo Regional,8z,LER,N
3273,Linea De Aeroservicios,,LSE,N
3274,Linea Turistica Aerotuy,LD,TUY,N
3275,Lineas Aereas Alaire S.L.,,ALR,N
3276,Lineas Aereas Azteca,ZE,LCD,N
3277,Lineas Aereas Canedo LAC,,LCN,N
3278,Lineas Aereas Comerciales,,LCM,N
3279,Lineas Aereas Ejectuivas De Durango,,EDD,N
3280,Lineas Aereas Eldorado,,EDR,N
3281,Lineas Aereas Federales,,FED,N
3282,Lineas Aereas Monarca,,LMN,N
3283,Lineas Aereas San Jose,,LIJ,N
3284,Lineas Aereas del Humaya,,UMA,N
3285,Linex,,LEC,N
3286,Linhas Aereas Santomenses,,SMS,N
3287,Linhas A,LM,LAM,Y
3288,Link Airways of Australia,,LAW,N
3289,Lion Air Services,,WGT,N
3290,Lion Mentari Airlines,JT,LNI,Y
3291,Lions-Air,,LEU,N
3292,Lithuanian Air Force,,LYF,N
3293,Little Red Air Service,,LRA,N
3294,Livingston,LM,LVG,N
3295,Lloyd Aereo Boliviano,LB,LLB,N
3296,Lnair Air Services,,LNA,N
3297,Lockheed Air Terminal,,XLG,N
3298,Lockeed Aircraft Corporation,,LAC,N
3299,Lockheed DUATS,,XDD,N
3300,Lockheed Martin Aeronautics,,CBD,N
3301,Lockheed Martin Aeronautics Company,,LNG,N
3302,Logan Air,,LOG,N
3303,Lom Praha Flying School,,CLV,N
3304,Lomas Helicopters,,LMS,N
3305,London City Airport Jet Centre,,LCY,N
3306,London Executive Aviation,,LNX,N
3307,London Flight Centre (Stansted),,LOV,N
3308,London Helicopter Centres,,LHC,N
3309,Lone Star Airlines,,LSS,N
3310,Long Island Airlines,,ORA,N
3311,Longtail Aviation,,LGT,N
3312,Lorraine Aviation,,LRR,N
3313,Los Cedros Aviacion,,LSC,N
3314,Lotus Air,,TAS,N
3315,Luchtvaartmaatschappij Twente,,LTW,N
3316,Lucky Air,,LKE,N
3317,Luft Carago,,LUT,N
3318,Luftfahrt-Vermietungs-Dienst,,LVD,N
3319,Luftfahrtgesellschaft Walter,HE,LGW,Y
3320,Lufthansa,LH,DLH,Y
3321,Lufthansa Cargo,LH,GEC,Y
3322,Lufthansa CityLine,CL,CLH,Y
3323,Lufthansa Systems,L1,,N
3324,Lufthansa Technik,,LHT,N
3325,Lufttaxi Fluggesellschaft,DV,LTF,N
3326,Lufttransport,L5,LTR,Y
3327,Luhansk,,LHS,N
3328,Lund University School of Aviation,,UNY,N
3329,Luxair,LG,LGL,Y
3330,Luxaviation,,LXA,N
3331,Luxembourg Air Rescue,,LUV,N
3332,Luxflight Executive,,LFE,N
3333,Luxor Air,,LXO,N
3334,Luzair,,LUZ,N
3335,Lviv Airlines,5V,UKW,N
3336,Lydd Air,,LYD,N
3337,Lynch Flying Service,,LCH,N
3338,Lynden Air Cargo,L2,LYC,N
3339,Lynx Air International,,LXF,N
3340,Lynx Aviation,,LYX,N
3342,L,MJ,LPR,Y
3343,L,,LAU,N
3344,M & N Aviation,,JNH,N
3345,MAC Fotografica,,MCF,N
3346,MANAG'AIR,,MRG,N
3347,MAP-Management and Planung,,MPJ,N
3348,MAS Airways,,TFG,N
3349,MasAir,M7,MAA,Y
3350,MAT Macedonian Airlines,IN,MAK,Y
3351,MCC Aviation,,MCC,N
3352,MG Aviacion,,MGA,N
3353,MIA Airlines,,JLA,N
3354,MIAT Mongolian Airlines,OM,MGL,Y
3355,MIT Airlines,,MNC,N
3356,MK Airline,,MKA,N
3357,MNG Airlines,MB,MNB,Y
3358,MSR Flug-Charter,,EBF,N
3359,MTC Aviacion,,MCV,N
3360,Mac Aviation,,MAQ,N
3361,Mac Dan Aviation Corporation,,MCN,N
3362,MacKnight Airlines,,MTD,N
3363,Macair Airlines,CC,MCK,Y
3364,Macedonian Airlines,,MCS,N
3365,Madina Air,,MDH,N
3366,Maersk,DM,,Y
3367,Magic Blue Airlines,,MJB,N
3368,Magna Air,,MGR,N
3369,Mahalo Air,,MLH,N
3370,Mahan Air,W5,IRM,Y
3371,Mahfooz Aviation,M2,MZS,N
3372,Maine Aviation,,MAT,N
3373,Majestic Airlines,,MAJ,N
3374,Mak Air,,AKM,N
3375,Malagasy Airlines,,MLG,N
3376,Malawi Express,,MLX,N
3377,Malaya Aviatsia Dona,,MKK,N
3378,Malaysia Airlines,MH,MAS,Y
3379,Mali Air,,MAE,N
3380,Mali Air Express,,VXP,N
3381,Mali Airways,,MTZ,N
3382,Malila Airlift,,MLC,N
3383,Mall Airways,,MLS,N
3384,Malmo Aviation,,SCW,Y
3385,Malmoe Air Taxi,,LOD,N
3386,Malmö Aviation,TF,SCW,Y
3387,Malta Air Charter,R5,MAC,Y
3388,Malta Wings,,MWS,N
3389,Malév,MA,MAH,Y
3390,Manaf International Airways,,MLB,N
3391,Mandala Airlines,RI,MDL,Y
3392,Mandarin Airlines,AE,MDA,Y
3393,Mango,JE,MNO,Y
3394,Manhattan Air,,MHN,N
3395,Manitoulin Air Services,,MTO,N
3396,Mann Air,,MNR,N
3397,Mannion Air Charter,,MAN,N
3398,Mantrust Asahi Airways,,MTS,N
3399,Manx Airlines,,MNX,N
3400,Maple Air Services,,MAD,N
3401,March Helicopters,,MAR,N
3402,Marcopolo Airways,,MCP,N
3403,Marghi Air,,MGI,N
3404,Markair,,MRK,N
3405,Markoss Aviation,,MKO,N
3406,Mars RK,6V,MRW,N
3407,Marshall Aerospace,,MCE,N
3408,Marsland Aviation,M7,MSL,N
3409,Martin Aviation Services,,XMA,N
3410,Martin-Baker,,MBE,N
3411,Martinair,MP,MPH,Y
3412,Martinaire,,MRA,N
3413,Martyn Fiddler Associates,,MFA,N
3414,Marvin Limited,,MVN,N
3415,Maryland State Police,,TRP,N
3416,Massachusetts Institute of Technology,,MTH,N
3417,Massey University School of Aviation,,MSY,N
3418,Master Airways,,MSW,N
3419,Master Planner,,MPL,N
3420,Masterjet,,LMJ,N
3421,Mastertop Linhas Aereas,Q4,,N
3422,Mauria,,MIA,N
3423,Mauritanienne Aerienne Et Navale,,MNV,N
3424,Mauritanienne Air Fret,,MRF,N
3425,Mauritanienne Airways,,MWY,N
3426,Mauritanienne De Transport Aerien,,MDE,N
3427,Maverick Airways,,MVR,N
3428,Mavial Magadan Airlines,H5,MVL,N
3429,Max Avia,,MAI,N
3430,Max Sea Food,,MSF,N
3431,Max-Aviation,,MAX,N
3432,Maxair,8M,MXL,Y
3433,Maximus Air Cargo,,MXU,N
3434,Maxjet Airways,MY,MXJ,N
3435,Maxsus-Avia,,MXS,N
3436,May Air Xpress,,MXP,N
3437,Maya Island Air,MW,MYD,Y
3438,Mayair,,MYI,N
3439,Mbach Air,,MBS,N
3440,McAlpine Helicopters,,MCH,N
3441,McCall Aviation,,MKL,N
3442,McDonnell Douglas,,DAC,N
3443,McNeely Charter Services,,MDS,N
3444,Med-Trans of Florida,,MEK,N
3445,Medavia Company,,MDM,N
3446,Medical Air Rescue Services,,MRZ,N
3447,Medical Aviation Services,,MCL,N
3448,Mediterranean Air Freight,,MDF,N
3449,Mediterranean Airways,,MDY,N
3450,Medjet International,,MEJ,N
3451,Mega,,MGK,N
3452,Mega Linhas Aereas,,MEL,N
3453,Mekong Airlines,,MKN,N
3454,Menajet,IM,MNJ,N
3456,Merchant Express Aviation,,MXX,N
3457,Mercury Aircourier Service,,MEC,N
3458,Meridian,,POV,N
3459,Meridian Air Cargo,,MRD,N
3460,Meridian Airlines,,MHL,N
3461,Meridian Aviation,,DSL,N
3462,Meridian Limited,,MEM,N
3463,Meridiana,IG,ISS,Y
3464,Merlin Airways,,MEI,N
3465,Merpati Nusantara Airlines,MZ,MNA,Y
3466,Mesa Airlines,YV,ASH,Y
3467,Mesaba Airlines,XJ,MES,Y
3468,Meta Linhas A,,MSQ,N
3469,Meteorological Research Flight,,MET,N
3470,Methow Aviation,,MER,N
3471,Metro Business Aviation,,MVI,N
3472,Metro Express,,MEX,N
3473,Metroflight,,MTR,N
3474,Metrojet,,MTJ,N
3475,Metropix UK,,PIX,N
3476,Metroplis,,MPS,N
3477,Mex Blue,,MXB,N
3478,Mex-Jet,,MJT,N
3479,Mexicana de Aviaci,MX,MXA,Y
3480,Mexico Transportes Aereos,,MXT,N
3481,Miami Air Charter,,HUR,N
3482,Miami Air International,GL,BSK,N
3483,Miami Valley Aviation,,OWL,N
3484,Miapet-Avia,,MPT,N
3485,Michelin Air Services,,BIB,N
3486,Micromatter Technology Solutions,,WIZ,N
3487,Mid Airlines,,NYL,N
3488,Mid-Pacific Airlines,,MPA,N
3489,Midamerica Jet,,MJR,N
3490,Middle East Airlines,ME,MEA,Y
3491,Midland Airport Services,,MID,N
3492,Midline Air Freight,,MFR,N
3493,Midstate Airlines,,MIS,N
3494,Midway Airlines,JI,MDW,Y
3495,Midway Express,,FLA,N
3496,Midwest Air Freighters,,FAX,N
3497,Midwest Airlines,YX,MEP,Y
3498,Midwest Airlines (Egypt),MY,MWA,Y
3499,Midwest Aviation,,NIT,N
3500,Midwest Aviation Division,,MWT,N
3501,Midwest Helicopters De Mexico,,HTE,N
3502,Millardair,,MAB,N
3503,Millen Corporation,,RJM,N
3504,Millennium Air,,MLK,N
3505,Miller Flying Services,,MFS,N
3506,Million Air,,OXO,N
3507,Mimino,,MIM,N
3508,Mina Airline Company,,NAB,N
3509,Minair,,OMR,N
3510,Minebea Technologies,,EBE,N
3511,Mines Air Services Zambia,,MAZ,N
3512,Miniliner,,MNL,N
3513,Ministic Air,,MNS,N
3514,Ministry of Agriculture,,WDG,N
3515,Minsk Aircraft Overhaul Plant,,LIR,N
3516,Miramichi Air Service,,MIR,N
3517,Miras,,MIF,N
3518,Misr Overseas Airways,,MOS,N
3519,Mission Aviation Fellowship,,MAF,N
3520,Missionair,,MSN,N
3521,Missions Gouvernemtales Francaises,,MRN,N
3522,Mississippi State University,,BDG,N
3523,Mississippi Valley Airways,,MVA,N
3524,Mistral Air,,MSA,N
3525,Mobil Oil,,MBO,N
3526,Mocambique Expresso,,MXE,N
3527,Mofaz Air,,MFZ,N
3528,Moldaeroservice,,MLE,N
3529,Moldavian Airlines,2M,MDV,Y
3530,Moldova,,MVG,N
3531,Mombasa Air Safari,,RRV,N
3532,Monarch Airlines,ZB,MON,Y
3533,Monarch Airlines,,MNH,N
3534,Myway Airlines,8I,,Y
3535,Moncton Flying Club,,MFC,N
3536,Monde Air Charters,,MDB,N
3537,Monerrey Air Taxi,,MTI,N
3538,Monky Aerotaxis,,MKY,N
3539,Montenegro Airlines,YM,MGX,Y
3540,Montserrat Airways,,MNT,N
3541,Mooney Aircraft Corporation,,MNY,N
3542,Morningstar Air Express,,MAL,Y
3543,Morris Air Service,,MSS,N
3544,Morrison Flying Service,,MRO,N
3545,Moskovia Airlines,3R,GAI,Y
3546,Mosphil Aero,,MPI,N
3547,Motor Sich,M9,MSI,Y
3548,Mount Cook Airlines,NM,NZM,N
3549,Mountain Air Cargo,,MTN,N
3550,Mountain Air Company,N4,MTC,N
3551,Mountain Air Express,,PKP,N
3552,Mountain Air Service,,BRR,N
3553,Mountain Bird,,MBI,N
3554,Mountain High Aviation,,MHA,N
3555,Mountain Pacific Air,,MPC,N
3556,Mountain Valley Air Service,,MTV,N
3557,Mowhawk Airlines,,MOW,N
3558,Mudan Airlines,,MDN,N
3559,Mudanjiang General Aviation,,CMJ,N
3560,Multi Taxi,,MTX,N
3561,Multi-Aero,,WBR,N
3562,Multiflight,,MFT,N
3563,Murmansk Aircompany,,MNZ,N
3564,Murray Air,,MUA,N
3565,Musrata Air Transport,,MMR,N
3566,Mustique Airways,,MAW,N
3567,My Way Airlines,,MYW,N
3568,MyTravel Airways,VZ,MYT,Y
3569,Myanma Airways,UB,UBA,Y
3570,Myanmar Airways International,8M,MMM,Y
3571,Myflug,,MYA,Y
3572,Mytravel Airways,,VKG,N
3573,NEL Cargo,,NLG,N
3574,NHT Lineas Aereas,,NHG,N
3575,NZ Warbirds Association,,WAR,N
3576,Nacoia Lda,,ANL,N
3577,Nada Air Service,,NHZ,N
3578,Compangnie Nationale Naganagani,,BFN,N
3579,Nahanni Air Services Ltd,,NAH,N
3580,Nakheel Aviation,,NKL,N
3581,Namibia Commerical Aviation,,MRE,N
3582,Namibian Defence Force,,NDF,N
3583,Nanjing Airlines,,CNJ,N
3584,Nantucket Airlines,DV,ACK,N
3585,Nanyah Aviation,,NYA,N
3586,Napier Air Service Inc,,NAP,N
3587,Nas Air,,NCM,N
3588,Nas Air,P9,,N
3589,Nasair,UE,NAS,Y
3590,Nashville Jet Charters,,NJC,N
3591,Natalco Air Lines,,NCO,N
3592,Natioanl Air Traffic Controllers Association,,NTK,N
3593,National Air Charter,,NSR,N
3594,National Air Traffic Services,,RFI,N
3595,National Airlines,,NAN,N
3596,National Airlines,N4,NCN,N
3597,National Airlines,N7,ROK,N
3598,National Airlines,NA,NAL,N
3599,National Airlines,,KUS,N
3600,National Airways Cameroon,9O,,N
3601,National Airways Corporation,,LFI,N
3602,National Aviation Company,,GTY,N
3603,National Aviation Consultants,,TNC,N
3604,National Express,,NXT,N
3605,National Grid,,GRD,N
3606,National Jet Express,,JTE,N
3607,National Jet Service,,AND,N
3608,National Jet Systems,NC,NJS,Y
3609,National Oceanic and Atmospheric Administration,,NAA,N
3610,National Overseas Airlines Company,,NOL,N
3611,Nationale Luchtvaartschool,,NLS,N
3612,Nations Air Express Inc,,NAE,N
3613,Nationwide Airlines,CE,NTW,Y
3614,Nationwide Airlines (Zambia),,NWZ,N
3615,Natural Environment Research Council,,EVM,N
3616,Natureair,,NRR,N
3617,Naturelink Charter,,NRK,N
3618,Nauru Air Corporation,ON,RON,Y
3619,NAV CANADA,,NVC,N
3620,Nav Flight Planning,,NAV,N
3621,Navegacao Aerea De Portugal,,NVP,N
3622,Navegacion Servicios Aereos Canarios SA,,NAY,N
3623,Navid,,IRI,N
3624,Naviera Mexicana,,NVM,N
3625,Navigator Airlines,,NVL,N
3626,Navinc Airlines Services,,XNV,N
3627,Navitaire,1N,,N
3628,Navtech System Support,,XNS,N
3629,Nayzak Air Transport,,NZA,N
3630,State of Nebraska,,NEB,N
3631,Necon Air,,NEC,N
3632,Nederlandse Kustwacht,,NCG,N
3633,Nefteyugansk Aviation Division,,NFT,N
3634,Neiltown Air,,NLA,N
3635,Nelair Charters,,NLC,N
3636,Nelson Aviation College,,CGE,N
3637,Nepal Airlines,RA,RNA,Y
3638,Neos,NO,NOS,N
3639,Neosiam Airways,,TOX,N
3640,Neric,,NSL,N
3641,NetJets,1I,EJA,Y
3642,Network Aviation Services,,NET,N
3643,New England Air Express,,NEZ,N
3644,New England Airlines,EJ,NEA,Y
3645,New Heights 291,,NHT,N
3646,New World Jet Corporation,,NWD,N
3647,New York Helicopter,,NYH,N
3648,New York State Police,,GRY,N
3649,New Zealand Air Defence Force,,KRC,N
3650,Newair,,HVA,N
3651,Newfoundland Labrador Air Transport,,NLT,N
3652,NextJet,2N,NTJ,Y
3653,Nextflight Aviation,,NXF,N
3654,Nexus Aviation,,NXS,N
3655,Nicaraguense De Aviacion,,NIS,N
3656,Nicon Airways,,NCN,N
3657,Nigeria Airways,,NGA,N
3658,Nigerian Air Force,,NGR,N
3659,Nigerian Global,,NGX,N
3660,Night Express,,EXT,N
3661,Niki,HG,NLY,Y
3662,Nikolaev-Air,,NKV,N
3663,Nile Safaris Aviation,,NSA,N
3664,Nile Valley Aviation Company,,NVA,N
3665,Nile Wings Aviation Services,,NLW,N
3666,Nimbus Aviation,,NBS,N
3667,Nippon Cargo Airlines,KZ,NCA,N
3668,Nizhnevartovskavia,,NVK,N
3669,Search and Rescue 202,,SRG,N
3670,Search and Rescue 22,,SRD,N
3671,No. 32 (The Royal) Squadron RAF,,NOH,N
3672,84 Squadron Royal Air Force @ RAF Akrotiri,,AKG,N
3673,Nobil Air,,NBL,N
3674,Nok Air,DD,NOK,Y
3675,Nolinor Aviation,,NRL,N
3676,Nomad Aviation,,NMD,N
3677,Norcopter,,NOC,N
3678,Nord-Flyg,,NEF,N
3679,Nordeste Linhas Aereas Regionais,JH,NES,N
3680,Nordic Regional,6N,NRD,N
3681,Nordic Solutions,,NVD,N
3682,Nordstree (Australia),,NDS,N
3683,Norestair,,NRT,N
3684,Norfolk County Flight College,,NCF,Y
3685,Norontair,,NOA,N
3686,Norrlandsflyg,,HMF,N
3687,Norse Air Charter,,NRX,N
3688,Norsk Flyrjeneste,,NIR,N
3689,Norsk Helikopter,,NOR,N
3690,Norsk Luftambulanse,,DOC,N
3691,Nortavia,,RTV,N
3692,North Adria Aviation,,NAI,N
3693,North American Airlines,,NTM,Y
3694,North American Charters,,HMR,Y
3695,North American Jet Charter Group,,NAJ,N
3696,North Atlantic Air Inc,,NAT,N
3697,North Atlantic Cargo,,NFC,N
3698,North British Airlines,,NBN,N
3699,North Caribou Flying Service Ltd,,NCB,N
3700,North Coast Air Services Ltd,,NCC,N
3701,North Coast Aviation,N9,,N
3702,North Flying,M3,NFA,N
3703,North Sea Airways,,NRC,N
3704,North Star Air Cargo,,SBX,N
3705,North Vancouver Airlines,,NRV,N
3706,North West Airlines,,NWW,N
3707,North West Geomatics,,PTO,N
3708,North-East Airlines,,NEN,N
3709,North-West Air Transport Company - Vyborg,,VBG,N
3710,North-Wright Airways,HW,NWL,N
3711,Northafrican Air Transport,,NLL,N
3712,Northaire Feight Lines,,NFL,N
3713,Northamptonshire School of Flying,,NSF,N
3714,Northcoast Executive Airlines,,NCE,N
3715,Northeast Airlines,,NEE,N
3716,Northeast Aviation,,NPX,N
3717,Northern Air Cargo,NC,NAC,N
3718,Northern Airlines Sanya,,BYC,N
3719,Northern Airways,,NDA,N
3720,Northern Aviation Service,,CMU,N
3721,Northern Dene Airways,U7,,Y
3722,Northern Executive Aviation,,NEX,N
3723,Northern Illinois Commuter,,NIC,N
3724,Northern Jet Management,,NTX,N
3725,Northern Thunderbird Air,,NTA,N
3726,Northland Aviation,,KOE,N
3727,Northstar Aviation,,NSS,N
3728,Northumbria Helicopters,,NHL,N
3729,Northway Aviation Ltd,,NAL,N
3730,Northwest Aero Associates,,NWE,N
3731,Northwest Airlines,NW,NWA,Y
3732,Northwest Regional Airlines,FY,NWR,N
3733,Northwest Territorial Airways,,NWT,N
3734,Northwestern Air,J3,PLR,Y
3735,Northwinds Northern,,NWN,N
3736,Nortland Air Manitoba,,NAM,N
3737,Norwegian Air Shuttle,DY,NAX,Y
3738,Norwegian Aviation College,,TFN,Y
3739,Notams International,,XNT,N
3740,Nouvel Air Tunisie,BJ,LBT,Y
3741,Nova Airline,M4,NOV,N
3742,Nova Scotia Department of Lands and Forests,,PTR,N
3743,Novair,1I,NVR,Y
3744,Novogorod Air Enterprise,,NVG,N
3745,Novosibirsk Aircraft Repairing Plant,,NSP,N
3746,Novosibirsk Aviaenterprise,,NBE,N
3747,Novosibirsk Aviation Production Association,,NPO,N
3748,Noy Aviation,,NOY,N
3749,Nuevo Continente,N6,ACQ,N
3750,Nuevo Horizonte Internacional,,NHR,N
3751,Nunasi-Central Airlines,,NUN,N
3752,Nurman Avia Indopura,,NIN,N
3753,Nyasa Express,,NYS,N
3754,Nas Air,XY,KNE,Y
3755,O Air,,OCN,N
3756,O'Connor Airlines,UQ,OCM,N
3757,OAG,CR,,N
3758,OSACOM,,JPA,N
3759,Oasis Hong Kong Airlines,O8,OHK,Y
3760,Ocean Air,,BCN,Y
3761,Ocean Airlines,VC,VCX,N
3762,Ocean Sky (UK),,OCS,N
3763,Ocean Wings Commuter Service,,TUK,N
3764,Oceanair,O6,ONE,Y
3765,Oceanic Airlines,O2,,Y
3766,Odessa Airlines,,ODS,N
3767,Odyssey International,,ODY,N
3768,Office Federal De'Aviation Civile,,FOC,N
3769,Ogooue Air Cargo,,GBO,N
3770,Okada Airlines,,OKJ,N
3771,Okapi Airways,,OKP,N
3772,Okay Airways,,OKA,N
3773,Oklahoma Department of Public Safety,,OKL,N
3774,Olimex Aerotaxi,,OLX,N
3775,Olimp Air,,KVK,N
3776,Olympic Airlines,OA,OAL,Y
3777,Olympic Aviation,,OLY,N
3778,Oman Air,WY,OMA,Y
3779,Oman Royal Flight,,ORF,N
3780,Omni - Aviacao e Tecnologia,,OAV,N
3781,Omni Air International,OY,OAE,Y
3782,Omniflys,,OMF,N
3783,Omskavia Airline,N3,OMS,N
3784,On Air Limited,,ORL,N
3785,One Two Go Airlines,,OTG,Y
3786,Onetime Airlines Zambia,,OTM,N
3787,Ontario Ministry of Health,,MED,N
3788,Onur Air,8Q,OHY,Y
3789,Opal Air,,OPA,N
3790,Open Sky Aviation,,OSA,N
3791,OpenSkies,,BOS,N
3792,Operadora Turistica Aurora,,ORR,N
